J,h,val,err,,,
1.007910059,0.992152019,0.296914687,0.000418299,,,
1.007820119,0.992240561,0.296920501,0.000416414,,,
1.007730178,0.992329119,0.296938724,0.000417224,,,
1.007640237,0.992417693,0.296963685,0.000416463,,,
1.007550296,0.992506283,0.296982757,0.000416205,,,
1.007460356,0.992594889,0.297011648,0.000416838,,,
1.007370415,0.992683511,0.297044776,0.000415887,,,
1.007280474,0.992772148,0.297072715,0.000416121,,,
1.007190534,0.992860801,0.297110963,0.000415497,,,
1.007100593,0.99294947,0.297131906,0.000414383,,,
1.007010652,0.993038155,0.297157229,0.000414758,,,
1.006920711,0.993126856,0.297179005,0.000416011,,,
1.006830771,0.993215572,0.297205228,0.000415169,,,
1.00674083,0.993304305,0.297225795,0.00041547,,,
1.006650889,0.993393053,0.29725343,0.000415902,,,
1.006560949,0.993481817,0.297258996,0.00041729,,,
1.006471008,0.993570597,0.297251717,0.000416126,,,
1.006381067,0.993659393,0.297236327,0.000415981,,,
1.006291126,0.993748204,0.297258885,0.000417297,,,
1.006201186,0.993837032,0.297272896,0.000417836,,,
1.006111245,0.993925875,0.297293562,0.00041886,,,
1.006021304,0.994014735,0.297311419,0.000419095,,,
1.005931364,0.99410361,0.297299074,0.00042029,,,
1.005841423,0.994192501,0.297323913,0.000422768,,,
1.005751482,0.994281408,0.297329457,0.000421282,,,
1.005661541,0.994370331,0.297346494,0.000421901,,,
1.005571601,0.99445927,0.297354458,0.000422933,,,
1.00548166,0.994548225,0.297375378,0.000422826,,,
1.005391719,0.994637195,0.297386631,0.000420958,,,
1.005301779,0.994726182,0.297399864,0.000421376,,,
1.005211838,0.994815184,0.297410163,0.000421472,,,
1.005121897,0.994904203,0.297422668,0.000421055,,,
1.005031957,0.994993237,0.297431238,0.000420438,,,
1.004942016,0.995082288,0.297433981,0.000420452,,,
1.004852075,0.995171354,0.297453774,0.000420325,,,
1.004762134,0.995260436,0.297470499,0.000419483,,,
1.004672194,0.995349534,0.297497452,0.000418745,,,
1.004582253,0.995438648,0.297527741,0.000419336,,,
1.004492312,0.995527778,0.297544067,0.000417707,,,
1.004402372,0.995616924,0.297569949,0.000414669,,,
1.004312431,0.995706086,0.29760453,0.000414526,,,
1.00422249,0.995795264,0.297618071,0.000415262,,,
1.004132549,0.995884458,0.297617738,0.000415384,,,
1.004042609,0.995973668,0.297634355,0.00041471,,,
1.003952668,0.996062894,0.29765252,0.000414914,,,
1.003862727,0.996152136,0.297684231,0.000415529,,,
1.003772787,0.996241394,0.297695827,0.000417816,,,
1.003682846,0.996330668,0.297709227,0.000418484,,,
1.003592905,0.996419957,0.297738034,0.000419719,,,
1.003502965,0.996509263,0.29774854,0.000420329,,,
1.003413024,0.996598585,0.297760983,0.000419363,,,
1.003323083,0.996687923,0.297764396,0.00041915,,,
1.003233142,0.996777277,0.297772885,0.000419553,,,
1.003143202,0.996866647,0.297785522,0.000419976,,,
1.003053261,0.996956033,0.297792393,0.00041861,,,
1.00296332,0.997045435,0.297796641,0.000417139,,,
1.00287338,0.997134853,0.297811263,0.000415458,,,
1.002783439,0.997224287,0.297825973,0.000414805,,,
1.002693498,0.997313737,0.297830093,0.00041641,,,
1.002603558,0.997403203,0.297833186,0.000417617,,,
1.002513617,0.997492686,0.297832523,0.000417756,,,
1.002423676,0.997582184,0.297843905,0.000418002,,,
1.002333736,0.997671698,0.297848503,0.000417652,,,
1.002243795,0.997761229,0.297859081,0.000418818,,,
1.002153854,0.997850775,0.297867023,0.000419033,,,
1.002063913,0.997940338,0.297866495,0.000420599,,,
1.001973973,0.998029916,0.297872709,0.000423582,,,
1.001884032,0.998119511,0.297868826,0.000424599,,,
1.001794091,0.998209122,0.297893962,0.000424567,,,
1.001704151,0.998298749,0.297926537,0.000425766,,,
1.00161421,0.998388392,0.297955447,0.000426071,,,
1.001524269,0.998478051,0.297981148,0.000425018,,,
1.001434329,0.998567726,0.298003545,0.000423591,,,
1.001344388,0.998657417,0.298003868,0.000420941,,,
1.001254447,0.998747124,0.298009724,0.000419254,,,
1.001164507,0.998836848,0.29801187,0.00041972,,,
1.001074566,0.998926588,0.29800758,0.00042067,,,
1.000984625,0.999016343,0.29801356,0.000420717,,,
1.000894684,0.999106115,0.298001773,0.000420625,,,
1.000804744,0.999195903,0.297990098,0.000419167,,,
1.000714803,0.999285708,0.297978527,0.000418286,,,
1.000624862,0.999375528,0.29798919,0.000417787,,,
1.000534922,0.999465364,0.297990835,0.000418711,,,
1.000444981,0.999555217,0.297975535,0.000418077,,,
1.00035504,0.999645086,0.297985563,0.000418575,,,
1.0002651,0.999734971,0.297988485,0.00041804,,,
1.000175159,0.999824872,0.298014101,0.000417423,,,
1.000085218,0.999914789,0.298010421,0.000418327,,,
0.999995278,1.000004722,0.29867,0.000416665,,,
0.999905337,1.000094672,0.298033797,0.000414971,,,0.29867
0.999815396,1.000184638,0.298046807,0.00041502,,,
0.999725456,1.00027462,0.298042137,0.000415379,,,
0.999635515,1.000364618,0.298035626,0.000414659,,,
0.999545574,1.000454632,0.298034875,0.000414048,,,
0.999455633,1.000544663,0.298032911,0.000413177,,,
0.999365693,1.00063471,0.298036834,0.000413229,,,
0.999275752,1.000724773,0.298045915,0.000411212,,,
0.999185811,1.000814852,0.298055826,0.000410807,,,
0.999095871,1.000904947,0.29806619,0.000409166,,,
0.99900593,1.000995059,0.298070685,0.000408156,,,
0.998915989,1.001085187,0.298082947,0.000407645,,,
0.998826049,1.001175331,0.298080423,0.00040849,,,
0.998736108,1.001265491,0.298118613,0.000409086,,,
0.998646167,1.001355668,0.298119,0.000409636,,,
0.998556227,1.001445861,0.29811567,0.000411576,,,
0.998466286,1.00153607,0.298115044,0.000411467,,,
0.998376345,1.001626295,0.298090545,0.000411865,,,
0.998286405,1.001716537,0.298091528,0.000412057,,,
0.998196464,1.001806795,0.29809412,0.000412222,,,
0.998106523,1.001897069,0.29809728,0.000411116,,,
0.998016583,1.001987359,0.29809806,0.000410862,,,
0.997926642,1.002077666,0.298110994,0.00040968,,,
0.997836701,1.002167989,0.298109849,0.000407687,,,
0.997746761,1.002258328,0.29812825,0.000407041,,,
0.99765682,1.002348684,0.298140517,0.000405559,,,
0.997566879,1.002439055,0.298156318,0.000404295,,,
0.997476939,1.002529443,0.298159655,0.000405761,,,
0.997386998,1.002619848,0.29818578,0.000406203,,,
0.997297057,1.002710269,0.298193176,0.000406778,,,
0.997207116,1.002800706,0.298191042,0.000405944,,,
0.997117176,1.002891159,0.298183589,0.000404207,,,
0.997027235,1.002981629,0.298185865,0.000405629,,,
0.996937294,1.003072115,0.298177135,0.000406304,,,
0.996847354,1.003162617,0.298160747,0.000407827,,,
0.996757413,1.003253135,0.298161833,0.000409424,,,
0.996667472,1.00334367,0.298165138,0.000409049,,,
0.996577532,1.003434222,0.298184343,0.000409872,,,
0.996487591,1.003524789,0.298205686,0.000410837,,,
0.99639765,1.003615373,0.298207388,0.000412453,,,
0.99630771,1.003705974,0.298211883,0.000412666,,,
0.996217769,1.00379659,0.298223259,0.000412353,,,
0.996127828,1.003887224,0.29823324,0.000413221,,,
0.996037888,1.003977873,0.298251622,0.000413396,,,
0.996,1.004016064,0.298255242,0.000413002,,,
0.995910059,1.004106737,0.298241249,0.000411002,,,
0.995820119,1.004197426,0.2982397,0.000409462,,,
0.995730178,1.004288132,0.298227729,0.000411158,,,
0.995640237,1.004378853,0.298224511,0.000409548,,,
0.995550297,1.004469592,0.298223518,0.000408385,,,
0.995460356,1.004560346,0.298210724,0.000405504,,,
0.995370415,1.004651117,0.298206154,0.00040673,,,
0.995280475,1.004741905,0.298206141,0.00040667,,,
0.995190534,1.004832709,0.298208587,0.000406391,,,
0.995100593,1.004923529,0.298225964,0.000406255,,,
0.995010653,1.005014366,0.298244829,0.000403657,,,
0.994920712,1.005105219,0.29824771,0.000403719,,,
0.994830771,1.005196088,0.298244038,0.000405175,,,
0.994740831,1.005286974,0.298238354,0.000405046,,,
0.99465089,1.005377877,0.298240671,0.000404422,,,
0.994560949,1.005468796,0.298245388,0.000405046,,,
0.994471009,1.005559731,0.298264774,0.000405032,,,
0.994381068,1.005650683,0.29827037,0.000404498,,,
0.994291127,1.005741651,0.298259972,0.000403147,,,
0.994201187,1.005832636,0.298256986,0.000402964,,,
0.994111246,1.005923637,0.298265627,0.000402633,,,
0.994021305,1.006014654,0.298269115,0.000402534,,,
0.993931365,1.006105688,0.298253041,0.000401096,,,
0.993841424,1.006196739,0.298250881,0.000400602,,,
0.993751483,1.006287806,0.298256862,0.000399447,,,
0.993661543,1.00637889,0.298256546,0.000399814,,,
0.993571602,1.00646999,0.298245837,0.00039757,,,
0.993481661,1.006561106,0.298250041,0.00039646,,,
0.993391721,1.006652239,0.298247715,0.000394404,,,
0.99330178,1.006743389,0.298240994,0.000395373,,,
0.993211839,1.006834555,0.298234707,0.000394341,,,
0.993121899,1.006925737,0.298234973,0.000393654,,,
0.993031958,1.007016936,0.29823419,0.000392,,,
0.992942017,1.007108152,0.298238247,0.000390939,,,
0.992852077,1.007199384,0.298233309,0.000392027,,,
0.992762136,1.007290632,0.298230906,0.000393117,,,
0.992672195,1.007381898,0.2982147,0.00039459,,,
0.992582255,1.007473179,0.298209119,0.000394944,,,
0.992492314,1.007564478,0.298181122,0.000393286,,,
0.992402374,1.007655792,0.29815925,0.000391669,,,
0.992312433,1.007747124,0.298137535,0.000392395,,,
0.992222492,1.007838472,0.298150276,0.000392416,,,
0.992132552,1.007929836,0.298149568,0.000394974,,,
0.992042611,1.008021217,0.298131623,0.000393769,,,
0.99195267,1.008112615,0.298136636,0.00039175,,,
0.99186273,1.008204029,0.298127068,0.000390363,,,
0.991772789,1.00829546,0.298119872,0.000391964,,,
0.991682848,1.008386907,0.298134742,0.000392504,,,
0.991592908,1.008478371,0.298127391,0.000393656,,,
0.991502967,1.008569851,0.298115921,0.000392412,,,
0.991413026,1.008661348,0.298118936,0.000390886,,,
0.991323086,1.008752862,0.298114712,0.000390268,,,
0.991233145,1.008844392,0.298106787,0.00038978,,,
0.991143204,1.008935939,0.298079765,0.00038832,,,
0.991053264,1.009027503,0.298062422,0.000388217,,,
0.990963323,1.009119083,0.298060432,0.00039071,,,
0.990873382,1.00921068,0.298056402,0.00039238,,,
0.990783442,1.009302293,0.298061617,0.000393268,,,
0.990693501,1.009393923,0.298056859,0.000393392,,,
0.990603561,1.00948557,0.298036956,0.000394048,,,
0.99051362,1.009577233,0.298011253,0.000393295,,,
0.990423679,1.009668913,0.297989004,0.000393104,,,
0.990333739,1.00976061,0.29797706,0.000393081,,,
0.990243798,1.009852323,0.297946256,0.000393337,,,
0.990153857,1.009944053,0.297921215,0.000391411,,,
0.990063917,1.0100358,0.29790781,0.000389818,,,
0.989973976,1.010127563,0.297898433,0.000389574,,,
0.989884035,1.010219343,0.29789003,0.000391134,,,
0.989794095,1.01031114,0.297885283,0.000390945,,,
0.989704154,1.010402953,0.297875145,0.000389715,,,
0.989614213,1.010494783,0.297854111,0.0003897,,,
0.989524273,1.01058663,0.297858637,0.000388058,,,
0.989434332,1.010678493,0.297843427,0.000387678,,,
0.989344391,1.010770373,0.297832984,0.000387233,,,
0.989254451,1.01086227,0.297825263,0.000386072,,,
0.98916451,1.010954184,0.29780265,0.000385325,,,
0.98907457,1.011046114,0.297800564,0.000384937,,,
0.988984629,1.011138061,0.297779406,0.000384159,,,
0.988894688,1.011230025,0.297770708,0.000383019,,,
0.988804748,1.011322005,0.29773501,0.000382805,,,
0.988714807,1.011414002,0.297712742,0.000382363,,,
0.988624866,1.011506016,0.297693466,0.000382384,,,
0.988534926,1.011598047,0.297689042,0.00038271,,,
0.988444985,1.011690094,0.297661378,0.000383089,,,
0.988355044,1.011782158,0.297638059,0.000384129,,,
0.988265104,1.011874239,0.297641873,0.000386358,,,
0.988175163,1.011966337,0.297635441,0.000387604,,,
0.988085223,1.012058451,0.297625621,0.000387314,,,
0.987995282,1.012150582,0.297624249,0.000386051,,,
0.987905341,1.01224273,0.297610995,0.000384734,,,
0.987815401,1.012334895,0.297591524,0.000384192,,,
0.98772546,1.012427077,0.297577728,0.00038407,,,
0.987635519,1.012519275,0.297577854,0.000383784,,,
0.987545579,1.01261149,0.297562929,0.000381395,,,
0.987455638,1.012703722,0.29754545,0.000380968,,,
0.987365697,1.012795971,0.297524081,0.000381849,,,
0.987275757,1.012888236,0.297500066,0.000382502,,,
0.987185816,1.012980519,0.297503759,0.000381801,,,
0.987095876,1.013072818,0.297493113,0.000380229,,,
0.987005935,1.013165134,0.297499563,0.0003802,,,
0.986915994,1.013257466,0.297483577,0.00038007,,,
0.986826054,1.013349816,0.297459846,0.000380337,,,
0.986736113,1.013442183,0.297440159,0.000380384,,,
0.986646172,1.013534566,0.297411232,0.000378773,,,
0.986556232,1.013626966,0.297406488,0.000379343,,,
0.986466291,1.013719383,0.297392047,0.000378184,,,
0.986376351,1.013811817,0.297362403,0.000378786,,,
0.98628641,1.013904268,0.297338198,0.000379255,,,
0.986196469,1.013996735,0.297347991,0.00037998,,,
0.986106529,1.01408922,0.29733559,0.000383148,,,
0.986016588,1.014181721,0.297298981,0.000383756,,,
0.985926647,1.014274239,0.297272812,0.00038484,,,
0.985836707,1.014366774,0.297252195,0.000387069,,,
0.985746766,1.014459326,0.297240938,0.000388183,,,
0.985656825,1.014551895,0.297220894,0.000387904,,,
0.985566885,1.014644481,0.29719203,0.00038541,,,
0.985476944,1.014737083,0.297178278,0.000384244,,,
0.985387004,1.014829703,0.297170943,0.000383762,,,
0.985297063,1.014922339,0.297150294,0.000382952,,,
0.985207122,1.015014993,0.297113545,0.000383637,,,
0.985117182,1.015107663,0.297062283,0.000381696,,,
0.985027241,1.01520035,0.297040202,0.000382005,,,
0.9849373,1.015293054,0.297018507,0.000383285,,,
0.98484736,1.015385775,0.296996702,0.000381667,,,
0.984757419,1.015478513,0.296983306,0.000383213,,,
0.984667479,1.015571268,0.296967791,0.000384492,,,
0.984577538,1.01566404,0.296949629,0.000384136,,,
0.984487597,1.015756829,0.296905189,0.000383071,,,
0.984397657,1.015849635,0.296884051,0.000381325,,,
0.984307716,1.015942457,0.296862799,0.000379162,,,
0.984217776,1.016035297,0.296847256,0.000377666,,,
0.984127835,1.016128154,0.296819923,0.000377175,,,
0.984037894,1.016221027,0.296807806,0.000377115,,,
0.984,1.016260163,0.296798171,0.000377963,,,
0.983910059,1.01635306,0.296768903,0.000378955,,,
0.983820119,1.016445975,0.296750779,0.000378154,,,
0.983730178,1.016538907,0.296711103,0.000377392,,,
0.983640238,1.016631856,0.296680102,0.000377471,,,
0.983550297,1.016724821,0.296640655,0.000376959,,,
0.983460356,1.016817804,0.296632968,0.000378086,,,
0.983370416,1.016910804,0.296599322,0.000377885,,,
0.983280475,1.017003821,0.296561318,0.000377356,,,
0.983190534,1.017096855,0.296536747,0.000378028,,,
0.983100594,1.017189905,0.296526367,0.000377963,,,
0.983010653,1.017282973,0.296516394,0.000377372,,,
0.982920713,1.017376058,0.296484026,0.000376851,,,
0.982830772,1.01746916,0.296443102,0.000375339,,,
0.982740831,1.017562279,0.296405912,0.000375639,,,
0.982650891,1.017655415,0.296367294,0.000377648,,,
0.98256095,1.017748568,0.296328691,0.000376129,,,
0.98247101,1.017841738,0.296283147,0.000376718,,,
0.982381069,1.017934925,0.296250829,0.00037688,,,
0.982291128,1.01802813,0.29620632,0.000376492,,,
0.982201188,1.018121351,0.296175679,0.000376232,,,
0.982111247,1.018214589,0.296156524,0.000375735,,,
0.982021306,1.018307845,0.29612801,0.000376949,,,
0.981931366,1.018401117,0.29610399,0.000377345,,,
0.981841425,1.018494407,0.296067997,0.000376328,,,
0.981751485,1.018587714,0.296039865,0.000377384,,,
0.981661544,1.018681037,0.296007812,0.000377754,,,
0.981571603,1.018774378,0.295978104,0.000377938,,,
0.981481663,1.018867736,0.295957253,0.000377342,,,
0.981391722,1.018961111,0.295922465,0.000378126,,,
0.981301782,1.019054504,0.295881867,0.000378705,,,
0.981211841,1.019147913,0.29586167,0.000379028,,,
0.9811219,1.01924134,0.295831527,0.00037776,,,
0.98103196,1.019334783,0.2957841,0.000378489,,,
0.980942019,1.019428244,0.295754101,0.000379312,,,
0.980852079,1.019521722,0.295728839,0.000378814,,,
0.980762138,1.019615217,0.295702441,0.000378413,,,
0.980672197,1.019708729,0.295685377,0.000378046,,,
0.980582257,1.019802258,0.295657869,0.000377255,,,
0.980492316,1.019895805,0.295605252,0.000376213,,,
0.980402376,1.019989369,0.295567682,0.000376609,,,
0.980312435,1.020082949,0.295546338,0.000375816,,,
0.980222494,1.020176547,0.295515166,0.000376262,,,
0.980132554,1.020270163,0.295507544,0.00037834,,,
0.980042613,1.020363795,0.295496453,0.000379443,,,
0.979952672,1.020457445,0.295480066,0.000379045,,,
0.979862732,1.020551111,0.295454381,0.000379164,,,
0.979772791,1.020644795,0.295428512,0.000378546,,,
0.979682851,1.020738496,0.295400625,0.000378766,,,
0.97959291,1.020832215,0.295365924,0.000378177,,,
0.979502969,1.02092595,0.295333239,0.000378835,,,
0.979413029,1.021019703,0.295310952,0.000378282,,,
0.979323088,1.021113473,0.295276792,0.000378304,,,
0.979233148,1.02120726,0.295250653,0.000378215,,,
0.979143207,1.021301065,0.295207452,0.00037885,,,
0.979053266,1.021394886,0.295163073,0.000380316,,,
0.978963326,1.021488725,0.295119863,0.000379819,,,
0.978873385,1.021582582,0.295086585,0.000382063,,,
0.978783445,1.021676455,0.295062076,0.000382034,,,
0.978693504,1.021770346,0.29501934,0.000381814,,,
0.978603563,1.021864254,0.294985931,0.000381015,,,
0.978513623,1.021958179,0.294954316,0.000381563,,,
0.978423682,1.022052121,0.294926101,0.000380087,,,
0.978333742,1.022146081,0.294883432,0.000380628,,,
0.978243801,1.022240058,0.294849702,0.000381939,,,
0.978153861,1.022334052,0.294814844,0.000382814,,,
0.97806392,1.022428064,0.294790999,0.000383266,,,
0.977973979,1.022522093,0.294747799,0.000382715,,,
0.977884039,1.022616139,0.2947204,0.000382433,,,
0.977794098,1.022710202,0.29469,0.000380703,,,
0.977704158,1.022804283,0.294674742,0.000382183,,,
0.977614217,1.022898381,0.294644545,0.000382785,,,
0.977524276,1.022992497,0.294617125,0.000383393,,,
0.977434336,1.023086629,0.294591454,0.000382541,,,
0.977344395,1.023180779,0.294552117,0.000383857,,,
0.977254455,1.023274947,0.29451362,0.000383045,,,
0.977164514,1.023369131,0.294492807,0.000382077,,,
0.977074573,1.023463334,0.294459519,0.000381041,,,
0.976984633,1.023557553,0.294439585,0.000380118,,,
0.976894692,1.02365179,0.294383163,0.000382244,,,
0.976804752,1.023746044,0.294339696,0.000381386,,,
0.976714811,1.023840315,0.294309785,0.00038086,,,
0.97662487,1.023934604,0.294264173,0.000382072,,,
0.97653493,1.02402891,0.294228298,0.00038194,,,
0.976444989,1.024123234,0.294186171,0.000383952,,,
0.976355049,1.024217575,0.294143723,0.000383634,,,
0.976265108,1.024311933,0.294105542,0.000383317,,,
0.976175168,1.024406309,0.294070327,0.000381949,,,
0.976085227,1.024500702,0.294019934,0.000380982,,,
0.975995286,1.024595112,0.293962502,0.000380133,,,
0.975905346,1.02468954,0.293931862,0.000380544,,,
0.975815405,1.024783985,0.29391257,0.000381501,,,
0.975725465,1.024878448,0.293887743,0.000381303,,,
0.975635524,1.024972928,0.293851685,0.000383532,,,
0.975545583,1.025067426,0.293816201,0.000384288,,,
0.975455643,1.025161941,0.293799024,0.000382652,,,
0.975365702,1.025256473,0.293768292,0.000383538,,,
0.975275762,1.025351023,0.293746794,0.000385209,,,
0.975185821,1.02544559,0.293710905,0.000384566,,,
0.975095881,1.025540175,0.293671467,0.00038368,,,
0.97500594,1.025634777,0.293643374,0.000383911,,,
0.974915999,1.025729397,0.293596044,0.000383993,,,
0.974826059,1.025824034,0.293541737,0.000382428,,,
0.974736118,1.025918689,0.29349141,0.000381192,,,
0.974646178,1.026013361,0.293449406,0.000381084,,,
0.974556237,1.02610805,0.293412152,0.00038099,,,
0.974466296,1.026202757,0.293375148,0.000381219,,,
0.974376356,1.026297481,0.293341225,0.000380021,,,
0.974286415,1.026392223,0.293308607,0.000379748,,,
0.974196475,1.026486983,0.293269711,0.000381104,,,
0.974106534,1.02658176,0.293250022,0.000382498,,,
0.974016594,1.026676554,0.293230236,0.000382586,,,
0.973926653,1.026771366,0.293197964,0.000381562,,,
0.973836712,1.026866196,0.293151304,0.000381451,,,
0.973746772,1.026961043,0.293117503,0.000383272,,,
0.973656831,1.027055907,0.293061957,0.000382714,,,
0.973566891,1.027150789,0.293023707,0.000382803,,,
0.97347695,1.027245689,0.292985141,0.000382851,,,
0.97338701,1.027340606,0.29294719,0.000382781,,,
0.973297069,1.02743554,0.292899227,0.000382438,,,
0.973207128,1.027530493,0.292847517,0.000381695,,,
0.973117188,1.027625462,0.292803064,0.000382095,,,
0.973027247,1.02772045,0.292770373,0.000381227,,,
0.972937307,1.027815454,0.292728875,0.000382192,,,
0.972847366,1.027910477,0.292699931,0.000382241,,,
0.972757425,1.028005517,0.292676185,0.000381303,,,
0.972667485,1.028100574,0.292649474,0.000379851,,,
0.972577544,1.02819565,0.292611033,0.000378553,,,
0.972487604,1.028290742,0.292572779,0.000380391,,,
0.972397663,1.028385853,0.292530158,0.000380272,,,
0.972307723,1.028480981,0.292474559,0.000380653,,,
0.972217782,1.028576126,0.292427534,0.000380955,,,
0.972127841,1.028671289,0.292370278,0.000380843,,,
0.972037901,1.02876647,0.292322677,0.00038234,,,
0.972,1.028806584,0.292309966,0.000382261,,,
0.971910059,1.02890179,0.292255344,0.000382552,,,
0.971820119,1.028997014,0.292215232,0.000384199,,,
0.971730178,1.029092255,0.292168482,0.000384397,,,
0.971640238,1.029187513,0.292117383,0.000383815,,,
0.971550297,1.029282789,0.292070748,0.000384486,,,
0.971460357,1.029378083,0.292031091,0.000383512,,,
0.971370416,1.029473395,0.291982038,0.000381465,,,
0.971280475,1.029568724,0.291934482,0.000382215,,,
0.971190535,1.029664071,0.291882317,0.000384038,,,
0.971100594,1.029759436,0.291832707,0.000386247,,,
0.971010654,1.029854818,0.291777867,0.00038556,,,
0.970920713,1.029950218,0.291727751,0.000384369,,,
0.970830773,1.030045635,0.291691022,0.000385381,,,
0.970740832,1.030141071,0.291641731,0.000384833,,,
0.970650892,1.030236523,0.291602961,0.000385268,,,
0.970560951,1.030331994,0.291551053,0.000384222,,,
0.97047101,1.030427482,0.291518045,0.000384902,,,
0.97038107,1.030522988,0.291496623,0.000385694,,,
0.970291129,1.030618512,0.29146175,0.00038606,,,
0.970201189,1.030714054,0.291432089,0.000384729,,,
0.970111248,1.030809613,0.291398783,0.000384088,,,
0.970021308,1.03090519,0.291344653,0.000383937,,,
0.969931367,1.031000784,0.291289993,0.000385751,,,
0.969841426,1.031096397,0.291239975,0.000384394,,,
0.969751486,1.031192027,0.291179742,0.000384167,,,
0.969661545,1.031287674,0.291125892,0.000384064,,,
0.969571605,1.03138334,0.291078841,0.00038312,,,
0.969481664,1.031479023,0.291024013,0.00038187,,,
0.969391724,1.031574724,0.290993709,0.000381639,,,
0.969301783,1.031670443,0.29096754,0.000381413,,,
0.969211843,1.03176618,0.290911147,0.000381181,,,
0.969121902,1.031861934,0.290897657,0.000380574,,,
0.969031961,1.031957706,0.290850349,0.000382493,,,
0.968942021,1.032053496,0.290805086,0.000383612,,,
0.96885208,1.032149304,0.29076132,0.000382851,,,
0.96876214,1.032245129,0.290715009,0.000381469,,,
0.968672199,1.032340972,0.290667193,0.000380348,,,
0.968582259,1.032436833,0.290601241,0.000378956,,,
0.968492318,1.032532712,0.290539477,0.000378066,,,
0.968402378,1.032628609,0.290495701,0.00037719,,,
0.968312437,1.032724523,0.290454477,0.000378402,,,
0.968222496,1.032820456,0.290401861,0.000378429,,,
0.968132556,1.032916406,0.29035389,0.000376788,,,
0.968042615,1.033012374,0.290309772,0.000375695,,,
0.967952675,1.03310836,0.290268977,0.000375849,,,
0.967862734,1.033204363,0.290216045,0.000374813,,,
0.967772794,1.033300385,0.290166909,0.000374447,,,
0.967682853,1.033396424,0.290108342,0.000373943,,,
0.967592913,1.033492481,0.29007911,0.000373019,,,
0.967502972,1.033588556,0.290019093,0.000372576,,,
0.967413031,1.033684649,0.289977077,0.000373574,,,
0.967323091,1.03378076,0.289928717,0.000374405,,,
0.96723315,1.033876889,0.289884297,0.00037601,,,
0.96714321,1.033973035,0.289832944,0.000376387,,,
0.967053269,1.034069199,0.289780161,0.000376124,,,
0.966963329,1.034165382,0.289728418,0.000374445,,,
0.966873388,1.034261582,0.289676613,0.000374364,,,
0.966783448,1.0343578,0.28965,0.000373339,,,
0.966693507,1.034454036,0.289622307,0.000373941,,,
0.966603567,1.03455029,0.289576902,0.000372836,,,
0.966513626,1.034646562,0.289524005,0.000370937,,,
0.966423685,1.034742851,0.289452506,0.000369788,,,
0.966333745,1.034839159,0.28940153,0.000369887,,,
0.966243804,1.034935485,0.289356303,0.000371932,,,
0.966153864,1.035031828,0.289295312,0.0003739,,,
0.966063923,1.03512819,0.289253967,0.00037422,,,
0.965973983,1.035224569,0.289203784,0.000374288,,,
0.965884042,1.035320966,0.289147158,0.000374214,,,
0.965794102,1.035417382,0.289089382,0.000375076,,,
0.965704161,1.035513815,0.2890308,0.000373523,,,
0.965614221,1.035610266,0.288965274,0.000373481,,,
0.96552428,1.035706735,0.288909689,0.00037311,,,
0.965434339,1.035803223,0.288854891,0.000373255,,,
0.965344399,1.035899728,0.28879643,0.000373292,,,
0.965254458,1.035996251,0.288754339,0.000373412,,,
0.965164518,1.036092792,0.288706964,0.000373135,,,
0.965074577,1.036189351,0.28865946,0.000372226,,,
0.964984637,1.036285928,0.288615153,0.000374386,,,
0.964894696,1.036382523,0.28856191,0.000373852,,,
0.964804756,1.036479136,0.288499893,0.0003755,,,
0.964714815,1.036575768,0.288448907,0.000374649,,,
0.964624875,1.036672417,0.288401258,0.00037367,,,
0.964534934,1.036769084,0.288356292,0.000373536,,,
0.964444994,1.036865769,0.288313298,0.000374569,,,
0.964355053,1.036962472,0.288282188,0.000373226,,,
0.964265113,1.037059194,0.28823143,0.000375133,,,
0.964175172,1.037155933,0.288189268,0.000375696,,,
0.964085231,1.03725269,0.288134544,0.000375999,,,
0.963995291,1.037349466,0.288077803,0.000375064,,,
0.96390535,1.037446259,0.288038757,0.000374399,,,
0.96381541,1.037543071,0.287983758,0.000375158,,,
0.963725469,1.0376399,0.287936843,0.000376536,,,
0.963635529,1.037736748,0.287888418,0.000377457,,,
0.963545588,1.037833614,0.28784306,0.000377176,,,
0.963455648,1.037930498,0.287790064,0.000377613,,,
0.963365707,1.0380274,0.287747568,0.000377106,,,
0.963275767,1.03812432,0.287684968,0.000377313,,,
0.963185826,1.038221258,0.287642272,0.000377498,,,
0.963095886,1.038318214,0.287578182,0.00037603,,,
0.963005945,1.038415189,0.287525782,0.000375212,,,
0.962916005,1.038512181,0.287457795,0.000376432,,,
0.962826064,1.038609192,0.28741416,0.000375493,,,
0.962736123,1.03870622,0.287373023,0.000375363,,,
0.962646183,1.038803267,0.287325124,0.000373891,,,
0.962556242,1.038900332,0.287266751,0.000372265,,,
0.962466302,1.038997415,0.28721777,0.000372746,,,
0.962376361,1.039094517,0.287160765,0.000374031,,,
0.962286421,1.039191636,0.287103954,0.000373723,,,
0.96219648,1.039288774,0.287052876,0.000373752,,,
0.96210654,1.039385929,0.286991235,0.000372201,,,
0.962016599,1.039483103,0.28693841,0.000371033,,,
0.961926659,1.039580295,0.286896604,0.000371957,,,
0.961836718,1.039677506,0.286849815,0.000371504,,,
0.961746778,1.039774734,0.28678388,0.000371285,,,
0.961656837,1.039871981,0.286740366,0.000371246,,,
0.961566897,1.039969246,0.286704963,0.000371479,,,
