h,index,nqubit,V_starDelta,V_starrho,VarianceStd
0.0,0,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
0.2,1,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
0.4,2,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
0.6000000000000001,3,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
0.8,4,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
1.0,5,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
1.2000000000000002,6,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
1.4000000000000001,7,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
1.6,8,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
1.8,9,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
2.0,10,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
2.2,11,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
2.4000000000000004,12,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
2.6,13,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
2.8000000000000003,14,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
3.0,15,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
3.2,16,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
3.4000000000000004,17,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
3.6,18,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
3.8000000000000003,19,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
4.0,20,61,1.7347234759768072e-22,1.7002024788048686e-18,1.9999
