h,index,nqubit,V_starDelta,V_starrho,VarianceStd
0.0,0,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
0.2,1,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
0.4,2,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
0.6000000000000001,3,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
0.8,4,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
1.0,5,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
1.2000000000000002,6,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
1.4000000000000001,7,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
1.6,8,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
1.8,9,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
2.0,10,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
2.2,11,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
2.4000000000000004,12,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
2.6,13,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
2.8000000000000003,14,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
3.0,15,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
3.2,16,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
3.4000000000000004,17,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
3.6,18,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
3.8000000000000003,19,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
4.0,20,50,3.552713678800482e-19,3.4820146765923543e-15,1.9998999999999965
