h,index,nqubit,V_starDelta,V_starrho,VarianceStd
0.0,0,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
0.2,1,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
0.4,2,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
0.6000000000000001,3,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
0.8,4,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
1.0,5,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
1.2000000000000002,6,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
1.4000000000000001,7,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
1.6,8,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
1.8,9,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
2.0,10,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
2.2,11,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
2.4000000000000004,12,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
2.6,13,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
2.8000000000000003,14,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
3.0,15,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
3.2,16,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
3.4000000000000004,17,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
3.6,18,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
3.8000000000000003,19,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
4.0,20,15,1.2204796342956892e-08,0.00011962196543778069,1.9997785535180537
