h,index,nqubit,V_starDelta,V_starrho,VarianceStd
0.0,0,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
0.2,1,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
0.4,2,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
0.6000000000000001,3,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
0.8,4,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
1.0,5,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
1.2000000000000002,6,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
1.4000000000000001,7,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
1.6,8,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
1.8,9,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
2.0,10,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
2.2,11,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
2.4000000000000004,12,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
2.6,13,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
2.8000000000000003,14,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
3.0,15,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
3.2,16,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
3.4000000000000004,17,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
3.6,18,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
3.8000000000000003,19,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
4.0,20,36,5.820766090838521e-15,5.704932845693519e-11,1.9998999999420861
