h,index,nqubit,V_starDelta,V_starrho,VarianceStd
0.0,0,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
0.2,1,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
0.4,2,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
0.6000000000000001,3,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
0.8,4,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
1.0,5,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
1.2000000000000002,6,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
1.4000000000000001,7,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
1.6,8,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
1.8,9,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
2.0,10,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
2.2,11,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
2.4000000000000004,12,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
2.6,13,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
2.8000000000000003,14,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
3.0,15,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
3.2,16,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
3.4000000000000004,17,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
3.6,18,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
3.8000000000000003,19,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
4.0,20,64,2.168404344971009e-23,2.1252530985060857e-19,1.9999
