h,index,nqubit,V_starDelta,V_starrho,VarianceStd
0.0,0,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
0.2,1,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
0.4,2,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
0.6000000000000001,3,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
0.8,4,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
1.0,5,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
1.2000000000000002,6,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
1.4000000000000001,7,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
1.6,8,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
1.8,9,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
2.0,10,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
2.2,11,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
2.4000000000000004,12,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
2.6,13,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
2.8000000000000003,14,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
3.0,15,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
3.2,16,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
3.4000000000000004,17,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
3.6,18,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
3.8000000000000003,19,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
4.0,20,41,1.8189894035408934e-16,1.7827915144110419e-12,1.9998999999981906
