h,index,nqubit,V_starDelta,V_starrho,VarianceStd
0.0,0,2,7.789692173243849e-05,0.7634677298996143,1.1908592475185622
0.2,1,2,0.00010697115384615305,1.0484242788461549,1.140664903846154
0.4,2,2,9.490190249702673e-05,0.9301335463733653,1.152228232758621
0.6000000000000001,3,2,8.418036332180008e-05,0.8250517409169549,1.1669658088235295
0.8,4,2,7.87105889351582e-05,0.7714424821534805,1.181559603658537
1.0,5,2,7.812500000000029e-05,0.7657031250000004,1.1943187500000003
1.2000000000000002,6,2,8.05730986294017e-05,0.789696939666756,1.2048003073770488
1.4000000000000001,7,2,8.442521913805677e-05,0.8274515727720972,1.213170101351352
1.6,8,2,8.866462567857677e-05,0.869001996275723,1.2197892556179775
1.8,9,2,9.276544143823414e-05,0.9091940915361337,1.2250262971698107
2.0,10,2,9.649999999999924e-05,0.9457965000000004,1.229193750000001
2.2,11,2,9.979886001125883e-05,0.9781286269703505,1.2325379280821922
2.4000000000000004,12,2,0.00010266841147018707,1.0062531008192988,1.2352470044378698
2.6,13,2,0.00010514700021256205,1.0305457490833247,1.2374630798969082
2.8000000000000003,14,2,0.0001072830715996802,1.0514813847484694,1.2392932975113125
3.0,15,2,0.00010912499999999929,1.0695341250000008,1.2408187500000007
3.2,16,2,0.000110716841225415,1.0851357608502927,1.2421012233096085
3.4000000000000004,17,2,0.0001120969664083747,1.0986623677684688,1.2431881767515922
3.6,18,2,0.00011329802300473821,1.1104339234694307,1.2441163861031523
3.8000000000000003,19,2,0.0001143474489248036,1.120719346911999,1.2449146049222808
4.0,20,2,0.00011526816608996556,1.1297432958477511,1.2456055147058827
