infid^{-1},2_Character,2_Cross_Character,Sample#,Variance,Variance(amp),2_Character(amp),2_Cross_Character(amp),Variance_thrifty,Variance_thrifty(amp),Sample#_thrifty
100.93987,0.0070665731450136,0.0069672056454648,6868,0.0001169408274523,19.0638945031924,1152.0048888867896,1135.8058284755266,1.06403365135623,173460.5930128107,62495350
92.186554,0.0084531572141654,0.008331428354237,6767,0.0001381361569395,18.78289609735019,1149.407781177062,1132.8558473551022,1.0620289543112031,144408.0966428795,52028154
84.20691,0.0101177922960384,0.0099697402804554,6686,0.0001635843300783,18.55910862422323,1147.8923816823694,1131.095458420074,1.059829984545667,120240.733308479,43321002
77.143364,0.011935846216791,0.0117375312922441,6559,0.0001911973391393,18.20534716017617,1136.5023436269073,1117.6192772376342,1.0576519646233038,100707.05626594085,36283300
69.20951,0.0150476066129887,0.0148366930791436,6601,0.0002390680630766,18.322009158179117,1153.2380470386274,1137.073781310443,1.0542080168581656,80793.76513501983,29108828
63.973156,0.0174707156506345,0.0171927434446094,6508,0.0002758682030887,18.06413637764157,1144.0006009919691,1125.7986923174235,1.051826694563868,68874.70409243155,24814562
58.360405,0.0211105312664068,0.0207176589429153,6500,0.0003310658362536,18.041429459597083,1150.418191763331,1129.008618395366,1.048557466560854,57141.12872945296,20587124
52.193928,0.0264556766214631,0.0260844877767409,6494,0.0004135888536946,18.02722029661628,1153.131440295729,1136.9523217927076,1.0440806122086428,45508.65197544207,16396111
48.153107,0.0307621956454919,0.0302932592103755,6404,0.0004791407993829,17.775905339542973,1141.2634418420462,1123.8661137672357,1.040889567172998,38616.5286671735,13912978
43.34817,0.0383140478299496,0.0377736348620978,6444,0.0005949516985093,17.887235581711643,1151.9126701215048,1135.665142647263,1.0357384060664585,31139.49740248523,11219111
39.394234,0.0464414127571664,0.0457889974102541,6434,0.000719282929161,17.8601467770831,1153.1629832303693,1136.963191211023,1.03076923326579,25594.503988715227,9221330
35.91275,0.0558845526093766,0.0550970827704566,6421,0.0008636942192813,17.822857403351463,1153.2118543479185,1136.9619335597602,1.025530815673827,21162.454353007022,7624527
32.660706,0.0675468112290183,0.0665993569323966,6407,0.0010420861785647,17.78585330237718,1152.8582762870606,1136.687556938657,1.0196525288333953,17402.965964107763,6270037
30.497818,0.0766144957846472,0.0750789896440591,6311,0.001177100280364,17.517453702219214,1140.1669893506426,1117.3157861218856,1.0156512431136675,15114.790069834362,5445640
27.163246,0.0972640188964461,0.0958481733293204,6363,0.0014961272611002,17.662487307909036,1148.2475748829602,1131.5328508019848,1.0067357789111602,11884.9902543446,4281990
24.64295,0.1185488473103823,0.1168803212402008,6378,0.0018220227918624,17.703502173494925,1151.868014713129,1135.655948079322,0.9986849432117416,9703.622337629102,3496075
22.556206,0.1409531955316132,0.1388937954279848,6346,0.0021639900609766,17.61600205222752,1147.4321562421192,1130.667570717404,0.9910319588616772,8067.514419752685,2906609
20.427734,0.1724792790668746,0.1700460892960574,6366,0.0026466785959591,17.671017862158468,1151.5884194991747,1135.3427975457653,0.9812185216597084,6551.279044384856,2360331
18.917719,0.1988577280518709,0.1956097155716973,6284,0.0030463652134967,17.443733944706516,1138.6754567762353,1120.0770742506545,0.9738502192938084,5576.345230077088,2009076
16.930676,0.2514143015419929,0.2478838760353429,6368,0.0038538451982626,17.67513898826953,1153.0776392878274,1136.8858209070831,0.96023624855847,4403.993487464616,1586695
15.484964,0.2987116841971153,0.2942670957244396,6323,0.0045749537054529,17.552020696634628,1146.0211405210744,1128.969272046986,0.949385939935351,3642.362904563921,1312290
14.031433,0.3659946167147224,0.3608465111558495,6362,0.0056058517647832,17.65898098400372,1152.9188155518175,1136.7017798572788,0.935306239397645,2946.306072433504,1061511
12.786099,0.4399665551442313,0.4336765783778242,6348,0.0067360693085394,17.619869117906752,1150.8422438691568,1134.389241041786,0.9214281352600182,2410.225073583569,868369
11.613166,0.5338051309907301,0.5263096259626838,6353,0.0081718368387578,17.633598896555238,1151.8714524707036,1135.6972762359549,0.9054965846196026,1953.9258908906168,703971
10.692595,0.6259130885996009,0.6163260727128701,6309,0.0095736245335914,17.513083637678303,1144.9862308784484,1127.448650365346,0.8914310447512691,1630.6996779719448,587517
9.644118,0.7737879831702877,0.7628413261603988,6348,0.0118406211758666,17.620550582748695,1151.5080243902094,1135.2178213096577,0.8707776081605907,1295.8425629046874,466873
8.75953,0.940026808197416,0.926852993600153,6361,0.0143834956514116,17.658184915500602,1154.0426337910906,1137.8695379151825,0.8501422826418074,1043.6941057441425,376027
7.9737043,1.1338804042569792,1.1179825928199432,6358,0.017347499335452,17.64725345220894,1153.4731601068868,1137.300644268166,0.8285548411942862,842.8717591433336,303674
7.2598405,1.3674312743050014,1.3482610011881833,6355,0.0209185331009315,17.64027651085928,1153.1337150625852,1136.9677192474053,0.8051911491628524,679.0052842996299,244635
6.6522455,1.6235808926926032,1.5995307786658073,6332,0.02482457185316,17.576738501306185,1149.5568566247962,1132.5284636407791,0.7822175911085837,553.8397250660755,199540
6.0262814,1.982081642953502,1.9540844945147504,6346,0.0303147166816648,17.614581645876864,1151.7026299544743,1135.434687812551,0.7531559594045318,437.6266246629247,157670
5.477906,2.399752618230973,2.3660386411594803,6348,0.0367020220991121,17.621349499085383,1152.1675694870255,1135.9808381026724,0.723135222537762,347.1911835545713,125087
5.019608,2.8456454357434158,2.8038691141111665,6318,0.0435042824788547,17.53846463073722,1147.2031943214447,1130.3613457125032,0.6945690390062216,280.0109283525513,100883
4.5770807,3.421149084514548,3.3704958151602327,6315,0.052296907324187,17.529644595678487,1146.7509386092188,1129.7722327005497,0.6614751003614722,221.7229280184326,79883
4.190158,4.070734996855629,4.00623803752185,6294,0.0621905927372859,17.470504575511384,1143.5458524842509,1125.4274462502517,0.628370398689323,176.52103706089892,63597
3.7614124,5.092556537554159,5.020932503382449,6351,0.0778732506543716,17.62829013655115,1152.8100268889357,1136.596381708859,0.5820031827891937,131.74897516658578,47467
