infid^{-1},5_Character,5_Cross_Character,Sample#,Variance,Variance(amp),5_Character(amp),5_Cross_Character(amp),Variance_thrifty,Variance_thrifty(amp),Sample#_thrifty
101.36984,0.0028569662274505,0.0027572519351697,3435,5.800009371198293e-05,9.535999517967989,469.7238715355899,453.32949383258017,0.4315687998666039,70955.74513955829,25564331
93.96158,0.0032155502745591,0.0030811553110147,3215,6.31733372388071e-05,8.92389435596037,454.23009454087,435.2454008541933,0.4310746281151961,60893.79806377876,21939157
83.53357,0.0042715941754146,0.0041270391756815,3187,7.925155828351674e-05,8.848096509216642,476.9051654109534,460.76621980243686,0.4296516190649346,47968.76015015099,17282452
76.54817,0.0049950866681963,0.0048186969116291,3040,9.002051040092566e-05,8.439779802373344,468.30918182523794,451.7719427206016,0.4288065525888532,40202.31462304098,14484314
69.39387,0.0061425101053346,0.0059318958325542,2977,0.0001072735596574,8.265227650919552,473.2689446568325,457.0415078436824,0.4275681079877595,32943.325084731034,11869005
63.043564,0.0074866146792688,0.0072326012995082,2920,0.0001274522455057,8.104924225554818,476.0876863380332,459.93450530094736,0.4262621386404646,27106.79847338697,9766188
58.898632,0.0081368229086311,0.0077997342372831,2731,0.0001366129380636,7.5826711568933,451.6325704763978,432.9225377241909,0.4257235017748608,23629.689570218132,8513436
52.361713,0.0107747336570251,0.0104043302444834,2792,0.0001766887879045,7.750980318253191,472.6658069280496,456.4169572162272,0.4235089740471034,18578.483453159723,6693559
47.56903,0.0131179857262639,0.0126712044197623,2763,0.0002118514510043,7.670081976886372,474.9366851870599,458.7609675775668,0.4217985065124298,15271.215313093631,5501998
43.49742,0.0155202616729725,0.014977837452852,2701,0.0002477062255397,7.498664538365032,469.8357321446014,453.4152434980045,0.4202112699920232,12720.808054153247,4583123
39.38961,0.0192115717633935,0.0185615629617774,2712,0.0003032349496013,7.527704729029497,476.9207500834551,460.7845021467656,0.4179777884148695,10376.156767603838,3738379
36.086475,0.0225994541772762,0.0218136825113922,2655,0.0003537796766631,7.371261093364205,470.87633433175967,454.5042007947815,0.4161349444459167,8670.479193478477,3123848
33.70733,0.0251124914902612,0.0240714110186619,2553,0.0003899128092865,7.088203199087038,456.5185812797388,437.5928374889703,0.4149306349544603,7543.0008556646435,2717634
