p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,55822941.0
0.01,1.0,1.0,1994133.0
0.05,1.0,1.0,1476035.0
0.1,1.0,1.0,1460253.0
0.3,1.0,1.0,1455778.0
0.5,1.0,1.0,1455464.0
0.7,1.0,1.0,1455388.0
0.9,1.0,1.0,1455361.0
