p,sample_4D,sample_Clifford,sample_Pauli
0.001,90.0,1069.0,9144.0
0.01,89.0,1069.0,9138.0
0.05,89.0,1069.0,9138.0
0.1,89.0,1069.0,9138.0
0.3,89.0,1069.0,9138.0
0.5,89.0,1069.0,9138.0
0.7,89.0,1069.0,9138.0
0.9,89.0,1069.0,9138.0
