p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,3.0,246694.0
0.01,1.0,3.0,192070.0
0.05,1.0,3.0,191544.0
0.1,1.0,3.0,191528.0
0.3,1.0,3.0,191524.0
0.5,1.0,3.0,191523.0
0.7,1.0,3.0,191523.0
0.9,1.0,3.0,191523.0
