p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,1914630.0
0.01,1.0,1.0,514442.0
0.05,1.0,1.0,500965.0
0.1,1.0,1.0,500555.0
0.3,1.0,1.0,500438.0
0.5,1.0,1.0,500430.0
0.7,1.0,1.0,500428.0
0.9,1.0,1.0,500427.0
