p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,13.0,96393.0
0.01,1.0,12.0,91601.0
0.05,1.0,12.0,91555.0
0.1,1.0,12.0,91554.0
0.3,1.0,12.0,91554.0
0.5,1.0,12.0,91554.0
0.7,1.0,12.0,91554.0
0.9,1.0,12.0,91554.0
