p,sample_4D,sample_Clifford,sample_Pauli
0.001,46.0,823.0,10945.0
0.01,45.0,822.0,10934.0
0.05,45.0,822.0,10934.0
0.1,45.0,822.0,10934.0
0.3,45.0,822.0,10934.0
0.5,45.0,822.0,10934.0
0.7,45.0,822.0,10934.0
0.9,45.0,822.0,10934.0
