p,sample_4D,sample_Clifford,sample_Pauli
0.001,1902.0,2705.0,4954.0
0.01,1902.0,2705.0,4953.0
0.05,1902.0,2705.0,4953.0
0.1,1902.0,2705.0,4953.0
0.3,1902.0,2705.0,4953.0
0.5,1902.0,2705.0,4953.0
0.7,1902.0,2705.0,4953.0
0.9,1902.0,2705.0,4953.0
