p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,185565363.0
0.01,1.0,1.0,3892993.0
0.05,1.0,1.0,2144413.0
0.1,1.0,1.0,2091147.0
0.3,1.0,1.0,2076045.0
0.5,1.0,1.0,2074984.0
0.7,1.0,1.0,2074729.0
0.9,1.0,1.0,2074639.0
