p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,3.0,298944.0
0.01,1.0,2.0,217004.0
0.05,1.0,2.0,216215.0
0.1,1.0,2.0,216191.0
0.3,1.0,2.0,216184.0
0.5,1.0,2.0,216184.0
0.7,1.0,2.0,216184.0
0.9,1.0,2.0,216184.0
