p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,2.0,589588.0
0.01,1.0,1.0,313018.0
0.05,1.0,1.0,310356.0
0.1,1.0,1.0,310275.0
0.3,1.0,1.0,310252.0
0.5,1.0,1.0,310250.0
0.7,1.0,1.0,310250.0
0.9,1.0,1.0,310250.0
