p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,8.0,128296.0
0.01,1.0,7.0,117511.0
0.05,1.0,7.0,117407.0
0.1,1.0,7.0,117404.0
0.3,1.0,7.0,117403.0
0.5,1.0,7.0,117403.0
0.7,1.0,7.0,117403.0
0.9,1.0,7.0,117403.0
