p,sample_4D,sample_Clifford,sample_Pauli
0.001,1149.0,2462.0,4740.0
0.01,1148.0,2461.0,4739.0
0.05,1148.0,2461.0,4739.0
0.1,1148.0,2461.0,4739.0
0.3,1148.0,2461.0,4739.0
0.5,1148.0,2461.0,4739.0
0.7,1148.0,2461.0,4739.0
0.9,1148.0,2461.0,4739.0
