p,sample_4D,sample_Clifford,sample_Pauli
0.001,340.0,1725.0,6295.0
0.01,339.0,1724.0,6293.0
0.05,339.0,1724.0,6293.0
0.1,339.0,1724.0,6293.0
0.3,339.0,1724.0,6293.0
0.5,339.0,1724.0,6293.0
0.7,339.0,1724.0,6293.0
0.9,339.0,1724.0,6293.0
