p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,11645652.0
0.01,1.0,1.0,1012831.0
0.05,1.0,1.0,910491.0
0.1,1.0,1.0,907374.0
0.3,1.0,1.0,906490.0
0.5,1.0,1.0,906428.0
0.7,1.0,1.0,906413.0
0.9,1.0,1.0,906408.0
