p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,2.0,368071.0
0.01,1.0,2.0,245157.0
0.05,1.0,2.0,243974.0
0.1,1.0,2.0,243938.0
0.3,1.0,2.0,243928.0
0.5,1.0,2.0,243927.0
0.7,1.0,2.0,243927.0
0.9,1.0,2.0,243927.0
