p,sample_4D,sample_Clifford,sample_Pauli
0.001,2.0,205.0,24293.0
0.01,2.0,204.0,24211.0
0.05,2.0,204.0,24211.0
0.1,2.0,204.0,24210.0
0.3,2.0,204.0,24210.0
0.5,2.0,204.0,24210.0
0.7,2.0,204.0,24210.0
0.9,2.0,204.0,24210.0
