p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,83189401.0
0.01,1.0,1.0,2446161.0
0.05,1.0,1.0,1669015.0
0.1,1.0,1.0,1645341.0
0.3,1.0,1.0,1638629.0
0.5,1.0,1.0,1638157.0
0.7,1.0,1.0,1638044.0
0.9,1.0,1.0,1638004.0
