p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,38.0,55946.0
0.01,1.0,37.0,55002.0
0.05,1.0,37.0,54993.0
0.1,1.0,37.0,54992.0
0.3,1.0,37.0,54992.0
0.5,1.0,37.0,54992.0
0.7,1.0,37.0,54992.0
0.9,1.0,37.0,54992.0
