p,sample_4D,sample_Clifford,sample_Pauli
0.001,176.0,1371.0,7591.0
0.01,175.0,1371.0,7587.0
0.05,175.0,1371.0,7587.0
0.1,175.0,1371.0,7587.0
0.3,175.0,1371.0,7587.0
0.5,175.0,1371.0,7587.0
0.7,175.0,1371.0,7587.0
0.9,175.0,1371.0,7587.0
