p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,124170605.0
0.01,1.0,1.0,3055714.0
0.05,1.0,1.0,1889994.0
0.1,1.0,1.0,1854484.0
0.3,1.0,1.0,1844416.0
0.5,1.0,1.0,1843708.0
0.7,1.0,1.0,1843538.0
0.9,1.0,1.0,1843479.0
