p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,6.0,149141.0
0.01,1.0,5.0,132960.0
0.05,1.0,5.0,132804.0
0.1,1.0,5.0,132800.0
0.3,1.0,5.0,132798.0
0.5,1.0,5.0,132798.0
0.7,1.0,5.0,132798.0
0.9,1.0,5.0,132798.0
