p,sample_4D,sample_Clifford,sample_Pauli
0.001,4.0,272.0,20938.0
0.01,3.0,271.0,20884.0
0.05,3.0,271.0,20884.0
0.1,3.0,271.0,20884.0
0.3,3.0,271.0,20884.0
0.5,3.0,271.0,20884.0
0.7,3.0,271.0,20884.0
0.9,3.0,271.0,20884.0
