p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,17129312.0
0.01,1.0,1.0,1180065.0
0.05,1.0,1.0,1026555.0
0.1,1.0,1.0,1021879.0
0.3,1.0,1.0,1020553.0
0.5,1.0,1.0,1020460.0
0.7,1.0,1.0,1020437.0
0.9,1.0,1.0,1020429.0
