p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,5.0,174635.0
0.01,1.0,4.0,150361.0
0.05,1.0,4.0,150127.0
0.1,1.0,4.0,150120.0
0.3,1.0,4.0,150118.0
0.5,1.0,4.0,150118.0
0.7,1.0,4.0,150118.0
0.9,1.0,4.0,150118.0
