p,sample_4D,sample_Clifford,sample_Pauli
0.001,23.0,628.0,13000.0
0.01,23.0,628.0,12985.0
0.05,23.0,628.0,12984.0
0.1,23.0,628.0,12984.0
0.3,23.0,628.0,12984.0
0.5,23.0,628.0,12984.0
0.7,23.0,628.0,12984.0
0.9,23.0,628.0,12984.0
