p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,2.0,768764.0
0.01,1.0,1.0,353904.0
0.05,1.0,1.0,349911.0
0.1,1.0,1.0,349789.0
0.3,1.0,1.0,349755.0
0.5,1.0,1.0,349752.0
0.7,1.0,1.0,349752.0
0.9,1.0,1.0,349751.0
