p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,25312047.0
0.01,1.0,1.0,1388157.0
0.05,1.0,1.0,1157892.0
0.1,1.0,1.0,1150878.0
0.3,1.0,1.0,1148889.0
0.5,1.0,1.0,1148749.0
0.7,1.0,1.0,1148716.0
0.9,1.0,1.0,1148704.0
