p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,37538050.0
0.01,1.0,1.0,1652194.0
0.05,1.0,1.0,1306795.0
0.1,1.0,1.0,1296274.0
0.3,1.0,1.0,1293291.0
0.5,1.0,1.0,1293081.0
0.7,1.0,1.0,1293031.0
0.9,1.0,1.0,1293013.0
