p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,16.0,83966.0
0.01,1.0,16.0,80773.0
0.05,1.0,16.0,80742.0
0.1,1.0,16.0,80741.0
0.3,1.0,16.0,80741.0
0.5,1.0,16.0,80741.0
0.7,1.0,16.0,80741.0
0.9,1.0,16.0,80741.0
