p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,88.0,37190.0
0.01,1.0,87.0,36911.0
0.05,1.0,87.0,36909.0
0.1,1.0,87.0,36909.0
0.3,1.0,87.0,36909.0
0.5,1.0,87.0,36909.0
0.7,1.0,87.0,36909.0
0.9,1.0,87.0,36909.0
