p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,2.0,461359.0
0.01,1.0,1.0,276983.0
0.05,1.0,1.0,275208.0
0.1,1.0,1.0,275154.0
0.3,1.0,1.0,275139.0
0.5,1.0,1.0,275138.0
0.7,1.0,1.0,275138.0
0.9,1.0,1.0,275138.0
