p,sample_4D,sample_Clifford,sample_Pauli
0.001,640.0,2107.0,5304.0
0.01,640.0,2106.0,5302.0
0.05,640.0,2106.0,5302.0
0.1,640.0,2106.0,5302.0
0.3,640.0,2106.0,5302.0
0.5,640.0,2106.0,5302.0
0.7,640.0,2106.0,5302.0
0.9,640.0,2106.0,5302.0
