p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,50.0,48877.0
0.01,1.0,49.0,48248.0
0.05,1.0,49.0,48242.0
0.1,1.0,49.0,48242.0
0.3,1.0,49.0,48242.0
0.5,1.0,49.0,48242.0
0.7,1.0,49.0,48242.0
0.9,1.0,49.0,48242.0
