p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,4.0,206381.0
0.01,1.0,3.0,169967.0
0.05,1.0,3.0,169617.0
0.1,1.0,3.0,169606.0
0.3,1.0,3.0,169603.0
0.5,1.0,3.0,169603.0
0.7,1.0,3.0,169603.0
0.9,1.0,3.0,169603.0
