p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,3816864.0
0.01,1.0,1.0,666417.0
0.05,1.0,1.0,636094.0
0.1,1.0,1.0,635170.0
0.3,1.0,1.0,634908.0
0.5,1.0,1.0,634890.0
0.7,1.0,1.0,634885.0
0.9,1.0,1.0,634884.0
