p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,1.0,2685014.0
0.01,1.0,1.0,584723.0
0.05,1.0,1.0,564508.0
0.1,1.0,1.0,563892.0
0.3,1.0,1.0,563717.0
0.5,1.0,1.0,563705.0
0.7,1.0,1.0,563702.0
0.9,1.0,1.0,563701.0
