p,sample_4D,sample_Clifford,sample_Pauli
0.001,1.0,10.0,110979.0
0.01,1.0,9.0,103790.0
0.05,1.0,9.0,103721.0
0.1,1.0,9.0,103718.0
0.3,1.0,9.0,103718.0
0.5,1.0,9.0,103718.0
0.7,1.0,9.0,103718.0
0.9,1.0,9.0,103718.0
