infid^{-1},3_Character,3_Cross_Character,Sample#,Variance,Variance(amp),3_Character(amp),3_Cross_Character(amp),unamed1,unamed2
101.09436,0.009891706,0.009791708,9187,0.0001559394,25.499386,1617.5028,1601.151,(1.5442264+9.569056e-16j),252513.64
91.96321,0.011953692,0.011832435,9145,0.0001875885,25.38367,1617.5222,1601.1143,(1.5442262+8.002487e-16j),208958.05
83.59517,0.01447051,0.014325588,9113,0.0002262367,25.295626,1617.9541,1601.7502,(1.544226+6.3348435e-16j),172660.6
76.1659,0.017432611,0.017255912,9085,0.00027169203,25.218433,1618.0936,1601.6924,(1.5442258+2.747935e-16j),143334.92
69.660965,0.020812128,0.020594312,9049,0.00032351285,25.118315,1615.9036,1598.9918,(1.5442256+1.9921842e-16j),119897.375
63.131336,0.025363728,0.025105616,9039,0.0003934273,25.088488,1617.421,1600.9614,(1.5442252-7.915446e-17j),98473.78
57.396465,0.030707423,0.030399965,9029,0.00047549274,25.063065,1618.578,1602.3721,(1.5442247-3.2072122e-16j),81395.57
52.26938,0.037012167,0.036640864,9012,0.0005722709,25.01591,1617.9279,1601.697,(1.5442243-6.934897e-16j),67503.305
47.983433,0.043849573,0.043378964,8985,0.00067698816,24.939268,1615.3551,1598.0186,(1.5442238-1.001208e-15j),56886.977
43.319294,0.05389588,0.05335468,8994,0.0008314485,24.964224,1618.2228,1601.9733,(1.5442231-1.4864198e-15j),46365.266
39.395622,0.065162495,0.06450941,8986,0.0010044102,24.941753,1618.1306,1601.913,(1.5442221-1.7808866e-15j),38346.492
35.96618,0.07811853,0.07732629,8972,0.0012032216,24.903147,1616.8237,1600.4266,(1.5442212-2.387992e-15j),31960.832
32.99017,0.09267691,0.09166749,8947,0.0014261408,24.834272,1613.8403,1596.2627,(1.5442201-2.775824e-15j),26890.46
29.72607,0.114420846,0.1132736,8967,0.0017605694,24.891333,1617.7081,1601.488,(1.5442184-3.0331648e-15j),21832.514
27.122759,0.13741222,0.13600352,8961,0.0021132666,24.87379,1617.3835,1600.8027,(1.5442166-3.3486103e-15j),18175.898
24.684864,0.16585077,0.16416547,8956,0.0025498879,24.860083,1616.9589,1600.528,(1.5442145-3.950209e-15j),15055.289
22.400324,0.20163622,0.19962326,8965,0.0030994853,24.883884,1618.8148,1602.6539,(1.5442117-4.067715e-15j),12397.538
20.59105,0.2381563,0.23547025,8939,0.0036576893,24.813255,1615.6193,1597.3975,(1.544209-5.9714544e-15j),10475.699
18.781588,0.2861096,0.28299925,8935,0.004394239,24.800945,1614.7935,1597.2388,(1.5442053-5.539853e-15j),8715.445
16.90059,0.35416234,0.3506162,8958,0.0054408764,24.865234,1618.5499,1602.3438,(1.5442002-7.49214e-15j),7057.117
15.677927,0.41054294,0.40536597,8923,0.0062980354,24.76865,1614.5662,1594.2064,(1.5441958-7.264891e-15j),6072.9487
14.039112,0.51277936,0.50760037,8947,0.007875436,24.835554,1617.0736,1600.7415,(1.5441881-1.0739178e-14j),4869.6694
12.831111,0.6131829,0.60682005,8935,0.009415292,24.801748,1615.2455,1598.4845,(1.5441804-7.929292e-15j),4067.6777
11.63337,0.74700016,0.7394691,8949,0.01147092,24.838726,1617.5278,1601.2203,(1.5441703-1.2213608e-14j),3343.692
10.675245,0.885243,0.8757323,8926,0.013588331,24.776608,1614.129,1596.7875,(1.5441597-1.1422605e-14j),2815.5803
9.625184,1.0915763,1.0806156,8951,0.0167607,24.844498,1618.051,1601.8038,(1.544144-1.4071002e-14j),2288.8953
8.758926,1.318454,1.3052876,8952,0.020244041,24.849575,1618.4033,1602.2415,(1.5441269-1.609311e-14j),1895.4169
7.977837,1.5889575,1.573051,8950,0.024396284,24.843567,1618.0897,1601.8915,(1.5441061-1.9475034e-14j),1572.4159
7.261267,1.9184377,1.899274,8952,0.029454501,24.84829,1618.4248,1602.2579,(1.5440811-1.4970674e-14j),1302.6116
6.608023,2.3160117,2.2928574,8950,0.035557568,24.842493,1618.0945,1601.9176,(1.5440508-1.939954e-14j),1078.7598
6.0288324,2.7809916,2.7528067,8945,0.042692475,24.827772,1617.2832,1600.8923,(1.5440153-2.1073151e-14j),897.9208
5.4838634,3.361715,3.3278942,8946,0.051608585,24.832197,1617.5366,1601.2632,(1.5439711-2.2799815e-14j),742.90344
4.9836373,4.07309,4.0323405,8952,0.062530614,24.848806,1618.5901,1602.3967,(1.5439172-1.7753567e-14j),613.5315
4.5450106,4.891963,4.8423905,8942,0.075095944,24.820257,1616.8619,1600.4777,(1.5438544-2.6741169e-14j),510.26538
4.137076,5.90694,5.84751,8946,0.09067939,24.83222,1617.5939,1601.3192,(1.5437772-3.3878418e-14j),422.75775
3.7544916,7.1779604,7.106269,8954,0.11019488,24.853277,1618.9124,1602.743,(1.5436808-3.5707355e-14j),348.1607
3.4208472,8.646032,8.559609,8953,0.1327311,24.851923,1618.841,1602.6595,(1.5435691-3.2794263e-14j),289.01035
3.1137104,10.435188,10.3309555,8953,0.16019729,24.850296,1618.7385,1602.5696,(1.5434328-3.3094055e-14j),239.42206
2.833953,12.596407,12.470449,8952,0.19337356,24.848621,1618.646,1602.4603,(1.5432682-3.7200606e-14j),198.31091
2.5827026,15.156784,15.003987,8946,0.23266798,24.831642,1617.6177,1601.3104,(1.5430726-4.387915e-14j),164.68542
2.3796654,17.819195,17.621183,8924,0.27339217,24.770674,1614.5066,1596.5658,(1.5428672-3.3108732e-14j),139.79135
2.1549683,21.7536,21.51923,8936,0.33381408,24.803123,1616.3405,1598.9263,(1.5425688-4.1294994e-14j),114.616264
1.959355,26.309229,26.033533,8935,0.4037802,24.802258,1616.0483,1599.1136,(1.5422211-4.6369406e-14j),94.731155
1.7739486,32.135204,31.811886,8948,0.49330035,24.837818,1618.0171,1601.7379,(1.5417798-4.315774e-14j),77.62907
1.6284236,38.083656,37.663063,8932,0.5843188,24.791603,1615.8214,1597.9764,(1.5413228-3.1190115e-14j),65.39557
1.4692687,46.856052,46.38657,8951,0.7192908,24.84431,1618.4084,1602.1925,(1.5406595-4.4862202e-14j),53.214394
1.3415232,56.15599,55.57957,8942,0.8619438,24.819628,1617.0089,1600.411,(1.5399476-3.1339125e-14j),44.342716
1.2327528,66.36452,65.63652,8920,1.0182614,24.758898,1613.6448,1595.9436,(1.5391592-2.9182938e-14j),37.42446
1.1139154,81.39654,80.5506,8935,1.2492765,24.801792,1615.9594,1599.1649,(1.53802-1.463746e-14j),30.534195
1.0237937,96.184296,95.093735,8915,1.4755205,24.745152,1613.0546,1594.7654,(1.5368791-1.6787811e-15j),25.774162
