infid^{-1},3_Character,3_Cross_Character,Sample#,Variance,Variance(amp),3_Character(amp),3_Cross_Character(amp),Variance_thrifty,Variance_thrifty(amp),Sample#_thrifty
1007.39856,5.299911e-05,5.200692e-05,6033,1.0314166511697843e-06,16.7477626920801,860.57996,844.4692,0.8124349575233845,13192018.817923876,4752894163
874.907,7.026081e-05,6.894559e-05,6033,1.3674362010957367e-06,16.74753158701492,860.5119,844.4039,0.8121888201901696,9947197.47060648,3583831819
759.9065,9.3147595e-05,9.1403934e-05,6034,1.8129165843832217e-06,16.750128455043036,860.6211,844.5108,0.8119054504046477,7501459.639553222,2702667744
660.05255,0.00012348364,0.000121172045,6036,2.4034070784741244e-06,16.753453357385254,860.7686,844.6552,0.8115792891586511,5657283.73213066,2038237755
573.3056,0.00016370862,0.00016064393,6037,3.18643244866301e-06,16.757032588933107,860.9223,844.8055,0.811203773699144,4266014.827286137,1536983630
497.94366,0.00021702494,0.0002129621,6038,4.224484381599017e-06,16.759231435701242,860.974,844.8561,0.810771677657068,3216465.9541772017,1158846304
432.46936,0.00028772053,0.00028233437,6038,5.601114880855046e-06,16.761200600859095,860.9967,844.8787,0.8102741892472984,2424725.8834296903,873593773
375.61493,0.00038143725,0.00037429607,6039,7.426239819956309e-06,16.763883313607856,861.05084,844.9304,0.8097016859536078,1827808.542579183,658533062
326.23996,0.000505671,0.0004962036,6040,9.846052783323089e-06,16.767040865715174,861.1174,844.9951,0.8090428710207269,1377735.340145284,496378177
283.3415,0.0006703837,0.0006578337,6041,1.3055138048764458e-05,16.76956388168287,861.12006,844.9994,0.8082846741531389,1038256.4647854564,374068833
246.09406,0.0008887148,0.00087207626,6043,1.7309678474438805e-05,16.773018165923045,861.16156,845.0388,0.8074123521872767,782379.7576960431,281880145
213.74156,0.0011781857,0.0011561295,6044,2.2951928640241735e-05,16.77710831535474,861.21515,845.09283,0.806408616409783,589458.2941592741,212373323
185.63795,0.0015619402,0.001532701,6045,3.0434447700303744e-05,16.781043816535647,861.22766,845.10565,0.8052538861444531,444003.48184044135,159968052
161.22946,0.0020706821,0.0020319158,6047,4.0357560521979146e-05,16.785478001619612,861.2361,845.1125,0.8039257043191923,334368.0106094924,120467972
140.0342,0.0027451082,0.00269372,6049,5.35172732897909e-05,16.791214738165287,861.28644,845.1632,0.8023981712196796,251754.97872442895,90703688
121.622505,0.003639222,0.003571094,6051,7.097203267795672e-05,16.79713119674015,861.3039,845.17993,0.8006416940697727,189489.90284517017,68270479
105.630684,0.004824578,0.0047342572,6054,9.412517331341124e-05,16.80374000384044,861.31,845.1855,0.7986222934770627,142574.4135012096,51367505
91.74094,0.0063959975,0.006276273,6056,0.0001248392736624,16.81115619888504,861.3004,845.17804,0.7963012525253284,107231.83774499616,38634084
79.68016,0.008479198,0.00832047,6060,0.0001655824479577,16.820336799263128,861.3412,845.2171,0.7936342717704623,80619.63034887963,29046090
69.20266,0.01124105,0.011030622,6063,0.0002196437589814,16.830011291644006,861.33563,845.21173,0.7905704853099401,60576.77330012928,21824937
60.10409,0.014902334,0.014623356,6067,0.0002913780893558,16.841662880444023,861.35535,845.2304,0.7870525186405998,45491.660740358326,16389989
52.201073,0.019756233,0.019386353,6072,0.0003865814498427,16.854654865243937,861.3566,845.23016,0.7830145039810792,34138.83212567127,12299728
45.337334,0.026191082,0.025700718,6077,0.0005129406952172,16.869377801423525,861.36127,845.2344,0.7783818793987763,25599.09580151012,9222985
39.376205,0.034721732,0.034071743,6083,0.0006806900147612,16.88639833456563,861.3686,845.24384,0.7730701361821628,19178.142733160552,6909608
34.198666,0.046031047,0.045169324,6090,0.0009034390329833,16.905856218878846,861.3689,845.24365,0.7669838487826331,14352.400324019458,5170962
29.702126,0.061023843,0.059881423,6098,0.0011992136148803,16.927452841227904,861.37964,845.2539,0.7600154272811034,10727.968015265202,3865132
25.796616,0.0808999,0.07938554,6107,0.0015921719156768,16.9525652676737,861.3774,845.2533,0.7520443989524649,8007.352492466264,2884933
22.404753,0.1072501,0.10524242,6118,0.0021143835039003,16.98181278093193,861.38635,845.2616,0.7429363428058098,5966.9430159690255,2149803
19.458817,0.14218271,0.13952108,6129,0.0028081746657176,17.012843595769116,861.3895,845.26447,0.7325419092319168,4437.979261494378,1598939
16.900215,0.18849339,0.18496448,6142,0.0037306363537159,17.048548535670506,861.3916,845.2649,0.7206975246827007,3293.498900489752,1186600
14.678049,0.24988769,0.24520966,6157,0.0049576210285976,17.089525381066085,861.3934,845.26764,0.7072246931631281,2437.889922244948,878336
12.748054,0.33127832,0.32507724,6174,0.0065904750819945,17.13659157176955,861.39185,845.2677,0.6919323305778845,1799.166463250972,648213
11.071863,0.43918023,0.43095836,6193,0.0087643680101784,17.190240972259723,861.39856,845.2724,0.6746185794516917,1323.182222799195,476723
9.616037,0.58222586,0.5713267,6212,0.0116543373309861,17.24248468267988,861.3978,845.2726,0.6550705548773024,969.1708492524638,349178
8.351644,0.7718646,0.75741416,6236,0.0155099632869841,17.309106676047115,861.4002,845.27356,0.6330911908867589,706.5292648320244,254552
7.2535005,1.0232679,1.0041125,6257,0.0206302457280803,17.366795064874182,861.3995,845.27423,0.6084651563143534,512.2134662431521,184543
6.29975,1.3565584,1.3311634,6285,0.0274731588904928,17.445168376996268,861.40045,845.27484,0.5810583791251541,368.9659897177196,132933
5.471407,1.7984048,1.7647383,6315,0.0365962979647263,17.528920608279023,861.40125,845.27563,0.550746502805851,263.79694832182645,95042
4.751982,2.3841631,2.3395333,6347,0.0487661908112421,17.619292167328553,861.4015,845.2767,0.5175111487751238,186.9774935961721,67365
4.127151,3.1607132,3.1015468,6364,0.0648172648736449,17.66491022162512,861.4019,845.27704,0.481282791094777,131.1659372310121,47257
3.5844784,4.1902,4.111756,6391,0.0862932271765097,17.739797408883415,861.40356,845.2774,0.4425644190697724,90.98052525743412,32778
3.1131613,5.5549946,5.4510007,6420,0.1149181329610289,17.82016965820353,861.40405,845.2779,0.4018819169886514,62.31918113158415,22452
2.703817,7.364312,7.2264533,6441,0.1528508631054805,17.878966040569047,861.4036,845.27826,0.3600144350615258,42.11088984258984,15171
2.3482957,9.762957,9.580193,6450,0.2029097480722446,17.903109845567954,861.4041,845.2785,0.3181916688878506,28.07465118933337,10114
2.0395222,12.942869,12.700571,6460,0.2694294634936117,17.93172054227817,861.405,845.27905,0.2789192130608099,18.563305280816756,6688
1.7713484,17.1585,16.837288,6422,0.3550806203794208,17.82604170346289,861.4048,845.279,0.2427619407896297,12.187329389887296,4390
1.5384365,22.74722,22.321384,6379,0.4676200145280001,17.708110508147318,861.40515,845.27936,0.2150515385715144,8.143698498053611,2934
1.3361498,30.156261,29.591713,6291,0.6113165064362924,17.462098738119433,861.4059,845.27966,0.1972649942173637,5.634823811120411,2030
1.1604614,39.978554,39.230076,6085,0.7839775646311353,16.892154393851314,861.40717,845.2799,0.1839947911606366,3.964486434522221,1428
1.007874,52.999954,52.00775,5705,0.9744081188303728,15.83701667199884,861.4061,845.2799,0.1603460068193574,2.6060973161171583,938
