infid^{-1},0_Character,0_Cross_Character,Sample#,Variance,Variance(amp),0_Character(amp),0_Cross_Character(amp),Variance_thrifty,Variance_thrifty(amp),Sample#_thrifty
1007.88275,0.00012699778,0.00012600565,11436,1.9530990786086468e-06,31.74419186056357,2064.1257,2048.0002,1.957497902695581,31815687.012707103,11462733277
875.36346,0.00016836022,0.0001670449,11437,2.5893675422595253e-06,31.74610961273156,2064.1265,2048.0002,1.9569046432243584,23992001.248016454,8643972107
760.25085,0.00022320425,0.00022146042,11438,3.433102654757612e-06,31.74831114366004,2064.1265,2048.0,1.956221584763317,18090554.75021747,6517766027
660.2864,0.0002959046,0.00029359275,11439,4.5516692863396295e-06,31.75084796657377,2064.1267,2048.0,1.9554353905989208,13640431.21096198,4914450682
573.4624,0.0003922891,0.00038922438,11440,6.034831910360627e-06,31.75375268599993,2064.1257,2047.9999,1.9545303093812685,10284242.044062989,3705264119
498.06192,0.0005200552,0.0005159924,11441,8.001184434034353e-06,31.75711007293273,2064.1255,2048.0002,1.9534885399673616,7753495.8856929885,2793472769
432.5697,0.00068945164,0.00068406557,11443,1.060868461792575e-05,31.760967387450723,2064.125,2047.9998,1.9522892613453044,5844890.08709755,2105829620
375.6906,0.00091401936,0.00090687873,11444,1.4066105864941046e-05,31.76541698767449,2064.1252,2047.9998,1.950908925177612,4405727.9326827,1587320247
326.29706,0.0012116854,0.0012022192,11446,1.86499754532346e-05,31.770538029021324,2064.1257,2048.0,1.949320427981855,3320699.2118160944,1196400044
283.38934,0.0016063835,0.0015938333,11448,2.472965246429952e-05,31.776424672964595,2064.1262,2047.9999,1.947491891498256,2502434.252998168,901590978
246.12654,0.0021296055,0.0021129684,11451,3.279144825024574e-05,31.78319179547725,2064.1252,2047.9998,1.945387712217537,1885571.8204977824,679344338
213.76607,0.0028231817,0.002801125,11453,4.348170672440551e-05,31.7909928153406,2064.1267,2048.0002,1.94296664831256,1420570.7045597923,511811141
185.65645,0.0037427954,0.0037135552,11457,5.766155421696229e-05,31.7999464875255,2064.1257,2047.9999,1.9401804389089912,1069996.0306532993,385504141
161.24496,0.0049618515,0.0049230885,11460,7.646713956254401e-05,31.810255408890114,2064.1255,2048.0,1.93697519140618,805779.7887014945,290310839
