mag,infid^{-1},Sample#,Variance,Variance(amp),Variance_thrifty,Variance_thrifty(amp),Sample#_thrifty
0.05,19.999971,48.0,2.0591210388209943e-05,0.4118230279949044,0.0053043969031393,106.08763414842365,1223099
0.1,9.999991,48.0,8.22965524710135e-05,0.4114820817518155,0.0047536022643186,23.76797200868106,274024
0.15,6.666662,48.0,0.0001851381299753,0.4114175393802948,0.0042439436859675,9.430973883024972,108731
0.2,4.999997,48.0,0.0003291158488062,0.4113943604341689,0.0037754218393842,4.719272130516605,54409
0.25,3.999999,48.0,0.0005142298151562,0.4113836559620099,0.0033480359249932,2.678427462820865,30879
0.3,3.3333325,48.0,0.0007404799940883,0.4113775878689713,0.0029617862202157,1.6454360425442338,18970
0.35,2.8571422,48.0,0.0010078663023905,0.4113737928077315,0.0026166728519302,1.0680291950255727,12313
0.4,2.4999995,48.0,0.0013163889841374,0.4113713751780876,0.0023126954736851,0.7227170151392639,8332
0.45,2.222222,48.0,0.0016660476583094,0.4113697001512019,0.0020498545181266,0.506136804832464,5835
0.5,1.9999998,48.0,0.0020568428245312,0.4113684668283648,0.0018281496855539,0.3656298499378316,4215
0.55,1.8181816,48.0,0.0024887739726229,0.4113675047557933,0.0016475810984999,0.2723273920525758,3139
0.6000000000000001,1.6666666,48.0,0.0029618415152748,0.4113668607752522,0.0015081486397178,0.2094650805263013,2414
0.65,1.5384614,48.0,0.0034760454698215,0.4113662848444173,0.0014098523351664,0.1668464127790638,1923
0.7000000000000001,1.4285713,48.0,0.004031384891331,0.4113657471921536,0.0013526924162173,0.1380298189128456,1591
0.75,1.3333334,48.0,0.0046278611951631,0.4113654395700615,0.0013366688662459,0.1188150103329702,1369
0.8,1.25,48.0,0.0052654734254704,0.4113650822482475,0.0013617813786296,0.1063891626751581,1226
0.8500000000000001,1.1764705,48.0,0.0059442224092309,0.4113648576789945,0.0014280300407155,0.0988256047667431,1139
0.9,1.111111,48.0,0.0066641073674236,0.4113646208286073,0.0015354146687968,0.0947786760057055,1092
0.95,1.0526316,48.0,0.0074251274520609,0.4113644137302018,0.0016839358660934,0.0932928484779782,1075
1.0,1.0,48.0,0.0082272847370518,0.4113642368525939,0.0018735931759041,0.0936796587952085,1080
