infid^{-1},5_Character,5_Cross_Character,Sample#,Variance,Variance(amp),5_Character(amp),5_Cross_Character(amp),unamed1,unamed2
100.91923,0.003116238,0.0030170095,3609,6.147171e-05,10.017125,507.8067,491.63693,(0.48610944+1.8613167e-17j),79213.984
95.488396,0.0032967369,0.0031548934,3356,6.385164e-05,9.315224,480.95615,460.26282,(0.48610935+7.358114e-17j),70917.79
83.996956,0.0044457335,0.0043000337,3310,8.139022e-05,9.187964,501.86914,485.4214,(0.48610908+3.9398344e-18j),54875.79
76.10579,0.005482533,0.005308114,3238,9.700521e-05,8.989808,508.08527,491.92126,(0.48610884+1.374123e-17j),45049.383
69.24093,0.0066317157,0.0064212577,3158,0.00011426734,8.765323,508.71167,492.56766,(0.48610857+1.3281597e-17j),37288.855
64.092415,0.0075059617,0.007241356,3010,0.00012713445,8.355964,493.33237,475.94107,(0.4861083-2.643441e-18j),31949.666
57.702045,0.009416437,0.009107052,2993,0.00015597108,8.308956,501.63635,485.1547,(0.48610786-1.1971534e-17j),25896.14
53.636288,0.010542621,0.010136522,2857,0.00017231898,7.9317765,485.2728,466.58023,(0.4861075-3.059386e-17j),22375.342
48.114716,0.013406002,0.012947142,2877,0.00021565704,7.988025,496.5638,479.56744,(0.48610687-6.913914e-17j),18005.598
43.335854,0.016859734,0.016320746,2899,0.00026781182,8.047194,506.6003,490.40485,(0.4861061-5.246194e-19j),14606.487
39.483604,0.020271666,0.019621285,2866,0.0003190109,7.9571786,505.64188,489.41922,(0.48610523-5.1135207e-17j),12125.06
36.123383,0.023905579,0.02311149,2807,0.00037327877,7.7934566,499.10977,482.5305,(0.48610428+3.5792757e-17j),10149.07
32.643547,0.0298118,0.028864857,2840,0.000462344,7.882788,508.27975,492.13477,(0.48610294-1.410494e-16j),8287.869
29.794804,0.03557235,0.034428157,2807,0.0005486837,7.7933307,505.25848,489.0067,(0.48610148-9.626355e-17j),6904.4326
27.1246,0.042934135,0.041555412,2795,0.0006592173,7.7602415,505.41644,489.18625,(0.4860997-2.0475898e-16j),5722.318
24.714718,0.05155837,0.04988908,2776,0.0007885418,7.70648,503.88394,487.56982,(0.48609754-1.6204704e-16j),4750.669
22.444857,0.062817685,0.06080791,2781,0.0009577976,7.7201796,506.33224,490.13278,(0.4860949-3.2405188e-16j),3918.0928
20.706604,0.07209508,0.06958383,2706,0.0010950807,7.5124903,494.58783,477.3601,(0.4860922-2.3106516e-16j),3334.6975
18.639612,0.090794176,0.08786603,2759,0.0013775713,7.657866,504.72137,488.4439,(0.486088-2.8537172e-17j),2702.1448
16.94658,0.110044174,0.10651583,2759,0.0016667367,7.6586304,505.65137,489.4387,(0.48608336-4.697653e-16j),2233.546
15.408934,0.1334788,0.12921964,2763,0.0020188026,7.6693573,507.08112,490.9007,(0.48607776-5.9216656e-17j),1846.5917
14.007242,0.16216849,0.15702634,2770,0.0024499702,7.691057,509.08664,492.94415,(0.48607093-2.9645952e-16j),1525.8958
12.807964,0.19182807,0.18561079,2736,0.0028938076,7.595386,503.49173,487.17322,(0.48606324-5.513628e-16j),1275.7717
12.018838,0.21128656,0.2030864,2642,0.0031737695,7.3353415,488.33383,469.38132,(0.48605686-1.0066215e-15j),1123.3938
10.579174,0.28334492,0.27430975,2754,0.004269051,7.644602,507.38657,491.20728,(0.48604137-2.0729695e-16j),870.35565
